,date,username,text,hashtags,url,user_desc
1998,2021-11-29 15:06:29+00:00,Coach_Glorioso,nd hour IED working with culinary arts on custom cookie cutters!! Today the customers (culinary arts) were shared an Isometric drawing before the designer creates a 3D,,https://twitter.com/Coach_Glorioso/status/1465336368603836417,"Engineering teacher and Varsity boys' , JV  and Varsity girls'  coach at Bartlett #IED.
Former teacher/wrestling/soccer coach at Normal Community HS"
1999,2021-11-19 16:02:14+00:00,Coach_Glorioso,IED and culinary arts begin working on custom cookie cutters. Culinary arts begins making cookies dough recipes and why not spice it up with custom cookie,,https://twitter.com/Coach_Glorioso/status/1461726518942576645,"Engineering teacher and Varsity boys' , JV  and Varsity girls'  coach at Bartlett #IED.
Former teacher/wrestling/soccer coach at Normal Community HS"
2000,2021-09-20 15:19:30+00:00,Coach_Glorioso,nd hour IED testing their device accuracy!15Show this thread,,https://twitter.com/Coach_Glorioso/status/1439972492437766144,"Engineering teacher and Varsity boys' , JV  and Varsity girls'  coach at Bartlett #IED.
Former teacher/wrestling/soccer coach at Normal Community HS"
2001,2021-10-21 04:20:16+00:00,yaseencns,IED Recovered at National highway Baramulla to Kupwara Road . Rafiabad police and 32 RR on job. more details awaited.....Primrose (yobama,,https://twitter.com/yaseencns/status/1451040616876412930,Working  journalist in CNS  (current news service )
2002,2021-09-21 12:04:18+00:00,MilitaryTimes,"“I’ve been blown up by IEDs,” combat wounded veteran Josh Honigberg said. “I know what an IED is and I would never make one and I would never want anyone to be hurt by one.” ",,https://twitter.com/MilitaryTimes/status/1440285759357874185,Your independent voice for everything military. Sign up for our newsletters: bit.ly/2Bgpk04
2003,2021-10-14 15:02:45+00:00,ReedFagan1,These guys from IED block 2 said they’ve made each other some charming charms :) Our latest 3D printing project #ied,"['ied', 'pltw']",https://twitter.com/ReedFagan1/status/1448665587719172102,"Goofy engineering & robotics teacher @thesmsd making space for the designs, solutions and dreams of future engineers! Views are my own."
2004,2021-09-21 07:25:59+00:00,JANTAROCKSNGO,Major incident averted as security forces detect IED in high security Gogo area of Budgam district in Jammu and Kashmir: Officials Courtesy : Press Trust of India,,https://twitter.com/JANTAROCKSNGO/status/1440215716506914816,Janta Rocks is a not-for-profit organization which aims to create awareness among the citizens of India. 
2005,2021-09-21 07:25:59+00:00,JANTAROCKSNGO,Major incident averted as security forces detect IED in high security Gogo area of Budgam district in Jammu and Kashmir: Officials Courtesy : Press Trust of India_ _ मनीष ‘भारतीय’,,https://twitter.com/JANTAROCKSNGO/status/1440215716506914816,Janta Rocks is a not-for-profit organization which aims to create awareness among the citizens of India. 
2006,2021-10-22 07:03:00+00:00,Maria95321214,"BREAKING – A US convoy has been attacked by pro-Iranian terrorists with a IED road bomb in Basra,",,https://twitter.com/Maria95321214/status/1451443956349349945, IT'S HARD TO GIVE UNLIMITED POWER TO LIMITED MIND.            Q 
2007,2021-10-22 07:03:00+00:00,Maria95321214,"BREAKING – A US convoy has been attacked by pro-Iranian terrorists with a IED road bomb in Basra, Iraq.Giovanni Di",,https://twitter.com/Maria95321214/status/1451443956349349945, IT'S HARD TO GIVE UNLIMITED POWER TO LIMITED MIND.            Q 
2008,2021-11-02 07:17:12+00:00,ankara_erdo,My heart goes out to Ali Hamza who died when their vehicle ran over an IED planted by #AlShabaab.I laud the efforts of the multi agency security agencies who have flushed out this ragtag militia from the Boni Enclave.12Nation,['AlShabaab'],https://twitter.com/ankara_erdo/status/1455433796476674049,
2009,2021-09-02 02:42:01+00:00,justaaroju,why do you have an IED and where did you get itQuote Tweetnoelle,,https://twitter.com/justaaroju/status/1433258885578690562,It never really goes as intended
2010,2021-10-21 19:04:52+00:00,Sub_loc0_m0,During the battle of Kraaipan (cry-pan) this locomotive (called Mosquito) was derailed with an IED by the,,https://twitter.com/Sub_loc0_m0/status/1451263233021685760,"Animator, designer, historian, locomotive enthusiast/volunteer, worked for Atlantic Rail here in SA. Currently trying to get into Triggerfish Studios."
2011,2021-10-21 15:33:22+00:00,EnemySlayer24_7,"Kg IED recovered and diffused in Charmer forest of Surankote, Poonch by Indian Army. Charmer is the same place where 5 soldier were martyred on 11",,https://twitter.com/EnemySlayer24_7/status/1451210005596704776,RW l Loves Indian Army IndoPak and IndoChina updates and fighting propaganda against India.
2012,2021-10-21 04:36:13+00:00,EnemySlayer24_7,"IED spotted on Baramulla Handwara Highway near Saidpora Rafiabad area, traffic stopped. BDS on",,https://twitter.com/EnemySlayer24_7/status/1451044629755797509,RW l Loves Indian Army IndoPak and IndoChina updates and fighting propaganda against India.
2013,2021-10-08 09:04:22+00:00,EnemySlayer24_7,IED defused by Bomb Disposal Squad in AnantnagFrom Saahil,,https://twitter.com/EnemySlayer24_7/status/1446401068221427712,RW l Loves Indian Army IndoPak and IndoChina updates and fighting propaganda against India.
2014,2021-10-08 09:04:22+00:00,EnemySlayer24_7,IED defused by Bomb Disposal Squad in Anantnag0:07828 viewsFrom Saahil,,https://twitter.com/EnemySlayer24_7/status/1446401068221427712,RW l Loves Indian Army IndoPak and IndoChina updates and fighting propaganda against India.
2015,2021-10-08 09:04:22+00:00,EnemySlayer24_7,IED defused by Bomb Disposal Squad in Anantnag828 views0:01 / 0:08From Saahil,,https://twitter.com/EnemySlayer24_7/status/1446401068221427712,RW l Loves Indian Army IndoPak and IndoChina updates and fighting propaganda against India.
2016,2021-10-31 16:31:24+00:00,condemnVR,happy halloween. today I celebrate the spooky scary inflated battery IED in my workplace because we ran out of sand28Show this,,https://twitter.com/condemnVR/status/1454848490215858181,"virtual experience enjoyer :)

a picture is worth a thousand breaks"
2017,2021-10-02 15:05:04+00:00,sossupummit,"When you hit an IED while driving to work, and try to call an ambulance, but you get arrested by the private Police force of a privatised Anarcho-Capitalist state  A.",,https://twitter.com/sossupummit/status/1444317513756684295,"Post-postmodern, postleftist bunny project. #voteblack

tweets EN/FI. anarchy, insurrection, COINTELPRO, disinfo, bunnies. no pronouns, post-leffert.tumblr.com"
2018,2021-11-19 08:21:24+00:00,RealMirHassan,"News IED attack on Pakistani forces Bomb disposal squad in #Zamuran, 1 killed another injured - local sources Unknown persons destroyed mobile company tower in Lijje area of #Kharan District","['Zamuran', 'Kharan']",https://twitter.com/RealMirHassan/status/1461610546306953221,"I'm a Human Rights Activist, Struggling for Baloch Missing Persons"
2019,2021-09-21 21:45:17+00:00,Dooniteddotin,Major incident averted as IED detected in Jammu Kashmir  Vision,,https://twitter.com/Dooniteddotin/status/1440431968831754241,
2020,2021-09-07 15:06:16+00:00,raghuaanand,Breaking: 2 Pak Armymen eliminated in an IED strike by TTP rebels in North Waziristan17positive_vibes_only,,https://twitter.com/raghuaanand/status/1435258120331153413,"Lectiophile,News-Freak, Interested in Politics and Cricket.
I own all my tweets/quote tweets but not the Retweets. News are collected from different Sources."
2021,2021-09-06 13:21:15+00:00,raghuaanand,Breaking: 5 Pak Armymen eliminated as patrolling vehicle of Pak forces was targeted with an IED in the area between Rodkan and Dandar area of Kolwah tehsil of Kech district of Balochistan. Via : Megh Updates16⁷⁺⁵ |  /,,https://twitter.com/raghuaanand/status/1434869302792884237,"Lectiophile,News-Freak, Interested in Politics and Cricket.
I own all my tweets/quote tweets but not the Retweets. News are collected from different Sources."
2022,2021-10-31 22:52:14+00:00,TKuttappi,Crackers not allowed for Diwali. IED and stone throwing still,,https://twitter.com/TKuttappi/status/1454944329802334210,"Desh k gaddaron ko goli maaro saalon ko



NonSanghis Will be Blocked



A മംഗ്ളീഷ് tweeting Froggy In Black Coat  (AKA “കള്ള തവളാപ്പി”)
 #India"
2023,2021-10-30 21:52:39+00:00,stop_extremism1,"years since the terrorist attack over the Sinai Peninsula. The Russian tourist flight 9668Metrojet was blown up by terrorists of THIS ""Brotherhood"" with the help of an IED with a timer, all 224 people on board were",,https://twitter.com/stop_extremism1/status/1454566948000440324,"Modern weapons & aviation, geopol & military analyst
Counter-extremism
Между тобой и Хаосом - только Государство!"
2024,2021-10-10 07:02:05+00:00,WaYs2rOcK,"nia: NIA raids at 16 places in J&K in ‘ISIS-Voice of Hind’, Bathindi IED recovery cases | India Newsways2rock.comnia: NIA raids at 16 places in J&K in ‘ISIS-Voice of Hind’, Bathindi IED recovery cases | India",,https://twitter.com/WaYs2rOcK/status/1447095071275376640,Raj Gaur
2025,2021-10-01 18:28:09+00:00,wendy_zielinski,Multi-view sketches are better with friends. My IED kiddos wanted to create a super table so they could all be included. Engineers with hearts. That's,['thebulldogway'],https://twitter.com/wendy_zielinski/status/1444006235573997572,PLTW Gateway
2026,2021-09-05 21:59:21+00:00,AlSuraEnglish,#BREAKING - #Iraqi #PMU al-Jazira Operations commander “Hassan Karim” assassinated in an IED explosion in Jurf al-Nasr north of #Babylon province.113,"['BREAKING', 'Iraqi', 'PMU', 'Babylon']",https://twitter.com/AlSuraEnglish/status/1434637299766157317,Al Sura English brings you the latest news from the Middle East with ground based sources throughout the region.  Media Inquiries - media@al-sura.com
2027,2021-09-05 21:59:21+00:00,AlSuraEnglish,#BREAKING - #Iraqi #PMU al-Jazira Operations commander “Hassan Karim” assassinated in an IED explosion in Jurf al-Nasr north of #Babylon province.113Amir Ied,"['BREAKING', 'Iraqi', 'PMU', 'Babylon']",https://twitter.com/AlSuraEnglish/status/1434637299766157317,Al Sura English brings you the latest news from the Middle East with ground based sources throughout the region.  Media Inquiries - media@al-sura.com
2028,2021-10-16 22:07:01+00:00,JewhadiTM,Gaza Terrorists Arrested After Planting IED on Israel’s Southern Border ,,https://twitter.com/JewhadiTM/status/1449497130981339138,“Misinformation is a virus unto itself.” All into my “rights and shit.”
2029,2021-10-24 13:19:08+00:00,MobilePunch,"Insecurity: FG deploys IED vapour detectors, others at airports - Punch Newspaperspunchng.comInsecurity: FG deploys IED vapour detectors, others at airports - Punch",,https://twitter.com/MobilePunch/status/1452263389623951373,"This is the official Twitter handle of PUNCH Newspapers, the most widely read newspaper in Nigeria."
2030,2021-10-24 13:19:08+00:00,MobilePunch,"Insecurity: FG deploys IED vapour detectors, others at airports - Punch Newspaperspunchng.comInsecurity: FG deploys IED vapour detectors, others at airports - Punch Newspapers2713إدواردو الوالي",,https://twitter.com/MobilePunch/status/1452263389623951373,"This is the official Twitter handle of PUNCH Newspapers, the most widely read newspaper in Nigeria."
2031,2021-11-06 07:15:19+00:00,DrShajulIslam,just survived an IED placed under his car. Alhamdulillah nobody was harmed. #idlib11إدواردو الوالي,,https://twitter.com/DrShajulIslam/status/1456882874276327424,"British Doctor/ Humanitarian aid worker.
Join me on my mission in Syria...  as I save lives, in the most dangerous place in the world for a doctor!"
2032,2021-10-10 23:00:54+00:00,ggkpau,P ied piper A npanman U gh L ove is not over A irplane easy todo bangtanQuote Tweetdestiny⁷ ARSD IS SEEING,,https://twitter.com/ggkpau/status/1447336366363316227,#JUNGKOOK : deja de llorarme bro
2033,2021-09-14 17:22:23+00:00,ashajadeja325,"Kudos Mojo. ISI is deeply embedded in India (just like how RAW’s people are deeply spread out in our neighbor - which is great). UP | ISI Sponsored Module Busted, 3 Detained, IED Recovered  via",,https://twitter.com/ashajadeja325/status/1437829092074659842,Entrepreneur. Angel. VC. Data & Evidence Junkie. Calling a  a . Love carrots & sticks equally. US+India Optimist.
2034,2021-11-13 09:25:29+00:00,Digitalwomen2,"#BreakingNews: A Colonel (CO of a Assam Rifles), wife and son, along with three QRT personnel killed in an IED blast. The militants also fired after the IED Blast.11Times Fact",['BreakingNews'],https://twitter.com/Digitalwomen2/status/1459452346853851143,"Digital Women is a Hindi Lingual news and opinion website focusing on Politics, Travel, Labour Rights, Women Rights, Entertainment, Development, and the Economy"
2035,2021-10-21 12:24:08+00:00,KNO_NEWS,"IED detected, destroyed in Poonch village | KNOkashmirnewsobserver.comIED detected, destroyed in Poonch village | KNOKNO2Takhleeq",,https://twitter.com/KNO_NEWS/status/1451162383779389451,Official Twitter Handle Of The News Agency—Kashmir News Observer (KNO)
2036,2021-10-08 08:37:14+00:00,KNO_NEWS,"IED found in Anantnag, defused: Officials | KNOkashmirnewsobserver.comIED found in Anantnag, defused: Officials | KNOKNO1OSINT",,https://twitter.com/KNO_NEWS/status/1446394240104157188,Official Twitter Handle Of The News Agency—Kashmir News Observer (KNO)
2037,2021-09-21 11:16:00+00:00,KNO_NEWS,Jammu IED Recovery Case: NIA conducts searches at eight locations in J&K | KNOkashmirnewsobserver.comJammu IED Recovery Case: NIA conducts searches at eight locations in J&K | KNOKNO,,https://twitter.com/KNO_NEWS/status/1440273601802866691,Official Twitter Handle Of The News Agency—Kashmir News Observer (KNO)
2038,2021-09-21 02:50:00+00:00,KNO_NEWS,"IED detected, defused on airport road | KNOkashmirnewsobserver.comIED detected, defused on airport road | KNOKNOporra que estresse",,https://twitter.com/KNO_NEWS/status/1440146261785546752,Official Twitter Handle Of The News Agency—Kashmir News Observer (KNO)
2039,2021-09-30 15:32:37+00:00,TheAhmadZia,"#AFG: After a number of hit & run assassinations and IED attacks in at least 7 provinces of #Afghanistan, #Taliban who now are the government have launched decisive operation against so called IS-KP.Quote TweetHimat","['AFG', 'Afghanistan', 'Taliban']",https://twitter.com/TheAhmadZia/status/1443599672715751425,"Views on situation in #Afghanistan, #Pakistan & affiliated countries| Flipping other side of coin| Sports lover #Cricket #Vollyball"
2040,2021-10-06 18:51:34+00:00,Elyiah_J,I get IUD & IED mixed up sometimes,,https://twitter.com/Elyiah_J/status/1445824068901474324,TEXAS forever 
2041,2021-11-19 17:02:39+00:00,Zainul58017,Pak army soldier iqbal hussain was killed 2 days ago possibly in IED blast in #Balochistan Casualty hidden by ISPR #Waziristan,"['Balochistan', 'Waziristan', 'Kashmiri']",https://twitter.com/Zainul58017/status/1461741725357989889,Observing conflicts and insurgencies related casualties
2042,2021-11-13 13:04:13+00:00,Zainul58017,FC soldier Inamullah was killed in IED blast carried out by the baloch rebels today. #waziristan #Balochistan #Kashmir,"['waziristan', 'Balochistan', 'Kashmir', 'LoC']",https://twitter.com/Zainul58017/status/1459507394275209219,Observing conflicts and insurgencies related casualties
2043,2021-09-19 08:20:00+00:00,JagranEnglish,Security forces have neutralised an IED weighing approximately 10 kgs planted by Naxals in #Chhattisgarh's Dhamtari (: ANI)3,['Chhattisgarh'],https://twitter.com/JagranEnglish/status/1439504533806358532,"Jagran English the new age Trending News site. Check out english.jagran.com for all latest & top trends across globe  

Instagram: bit.ly/3A2IvW1"
2044,2021-09-19 08:20:00+00:00,JagranEnglish,Security forces have neutralised an IED weighing approximately 10 kgs planted by Naxals in #Chhattisgarh's Dhamtari (: ANI)3Janta Se Rishta News | जनता से रिश्ता न्यूज़,['Chhattisgarh'],https://twitter.com/JagranEnglish/status/1439504533806358532,"Jagran English the new age Trending News site. Check out english.jagran.com for all latest & top trends across globe  

Instagram: bit.ly/3A2IvW1"
2045,2021-09-18 06:40:00+00:00,JagranEnglish,#ALERT | Eyewitnesses said an IED explosion occurred in Kabul’s PD13 this morning and two people have been injured: Afghanistan's TOLOnews #Kabul #Afghanistan #TalibanGIFNews Updates,"['ALERT', 'Kabul', 'Afghanistan', 'Taliban']",https://twitter.com/JagranEnglish/status/1439116980032737286,"Jagran English the new age Trending News site. Check out english.jagran.com for all latest & top trends across globe  

Instagram: bit.ly/3A2IvW1"
2046,2021-10-08 04:33:53+00:00,ShillongTimesIn,HNLC cadre who planted IED outside NPP office,,https://twitter.com/ShillongTimesIn/status/1446332998413078561,"Northeast India's second oldest English daily established on August 10,1945; The Shillong Times is celebrating 77 glorious years. #TweetWithTST"
2047,2021-10-07 08:27:12+00:00,ShillongTimesIn,arrested for planting IED at NPP office,,https://twitter.com/ShillongTimesIn/status/1446029328282570754,"Northeast India's second oldest English daily established on August 10,1945; The Shillong Times is celebrating 77 glorious years. #TweetWithTST"
2048,2021-10-04 12:40:44+00:00,ShillongTimesIn,HNLC claims to have planted IED in NPP,,https://twitter.com/ShillongTimesIn/status/1445005969021292553,"Northeast India's second oldest English daily established on August 10,1945; The Shillong Times is celebrating 77 glorious years. #TweetWithTST"
2049,2021-10-19 05:04:24+00:00,NaijaNewsWire,"Nigerian, Cameroonian troops eliminate Boko Haram-ISWAP fighters as IED kills othersnaijanewsagency.comNigerian, Cameroonian troops eliminate Boko Haram-ISWAP fighters as IED kills othersDaily Post",,https://twitter.com/NaijaNewsWire/status/1450326945988845569,"Naija News Agency serves you the latest, trending and breaking news curated across credible news media home and abroad. Naija News Agency - News for All!"
2050,2021-09-09 19:50:02+00:00,NaijaNewsWire,"Troops Arrest ‘High-Profile’ Boko Haram Member, Raid IED Materials Hubnaijanewsagency.comTroops Arrest ‘High-Profile’ Boko Haram Member, Raid IED Materials HubMike Jason",,https://twitter.com/NaijaNewsWire/status/1436054309251207171,"Naija News Agency serves you the latest, trending and breaking news curated across credible news media home and abroad. Naija News Agency - News for All!"
2051,2021-09-21 09:55:04+00:00,DnowMedia,#Forces defuse 6 Kg IED on Airport road in #Srinagar68,"['Forces', 'Srinagar']",https://twitter.com/DnowMedia/status/1440253236259160075,"DNOW is a video-based channel which creates better understanding of facts through short videos. It is non-political, and non-governmental media organization."
2052,2021-11-11 14:37:35+00:00,hansondm,Last Podcast On The Left Live tonight at the Toilet IED Free Ovens Auditorium.,,https://twitter.com/hansondm/status/1458806111901999107,"Appalachian State, Carolina Panthers,
Pro-Wrestling fan."
2053,2021-09-08 00:08:05+00:00,MENAFN, soldiers martyred in North Waziristan IED attack ,,https://twitter.com/MENAFN/status/1435394473219878912,
2054,2021-10-28 22:16:04+00:00,Realest_Toronto,Ronald McDonald was killed in an IED blast in BaghdadQuote TweetJesse,,https://twitter.com/Realest_Toronto/status/1453848064100347905,"When it rains, it pours."
2055,2021-10-21 09:56:41+00:00,DailyTaskeen,"SRINAGAR: A suspicious object was found along the Baramulla Kupwara highway in north Kashmir, official sources said following intelligence inputs about possible IED attacks in the area. ",,https://twitter.com/DailyTaskeen/status/1451125278676299779,
2056,2021-11-06 08:25:23+00:00,unpleasant_seth,ied goes off while listening to kid rock's hit song all summer long this ruined my whole,,https://twitter.com/unpleasant_seth/status/1456900505670766594,"Babylon forever, forever Babylon."
2057,2021-10-19 19:37:57+00:00,aeppnews,"Mendhar Encounter, IED blast , Grenade Attack by drones, still no success to Forces ",,https://twitter.com/aeppnews/status/1450546780592955393,Leading the media revolution in Jammu and Kashmir! Send Your write ups to editor@aeppnews.in
2058,2021-09-08 07:39:32+00:00,solowritter,Two soldiers martyred in IED attack in North Waziristan: ISPR,,https://twitter.com/solowritter/status/1435508086593163265,"‏‏‏صحافی
روزنامہ ڈاک جزبہ شانہ بشانہ
شاعر
افسانہ نگار
کالم نویس"
2059,2021-09-08 07:39:32+00:00,solowritter,Two soldiers martyred in IED attack in North Waziristan: ISPR23 News,,https://twitter.com/solowritter/status/1435508086593163265,"‏‏‏صحافی
روزنامہ ڈاک جزبہ شانہ بشانہ
شاعر
افسانہ نگار
کالم نویس"
2060,2021-11-13 08:47:17+00:00,scribesoldier,"BIG A Colonel (CO of a Assam Rifles), wife and son, along with three QRT personnel killed in an IED blast. The militants also fired after the IED Blast. More Details",,https://twitter.com/scribesoldier/status/1459442732720525317,"Journalist @NewIndianXpress/ @TheMornStandard/ @IIMC_India/ प्रतापगढ़ी, इलाहाबादी, नखलऊ,और Dilli  RT≠Endorsement"
2061,2021-10-15 19:54:58+00:00,QalaatAlMudiq,"Turkish helicopters arriving for evacuation of #TSK casualties after IED attack vs the convoy in the N. #Idlib countryside. A #NLF vehicle escorting the #TSK convoy was also hit, wounding 4","['Syria', 'TSK', 'Idlib', 'NLF', 'TSK']",https://twitter.com/QalaatAlMudiq/status/1449101511645143044,Dr. in History. Military Analysis focused on Syria. Fact Checking & Geolocations. ATGM/TOW tracker.
2062,2021-10-15 19:54:58+00:00,QalaatAlMudiq,"Turkish helicopters arriving for evacuation of #TSK casualties after IED attack vs the convoy in the N. #Idlib countryside. A #NLF vehicle escorting the #TSK convoy was also hit, wounding 4 Rebels.1Help for","['Syria', 'TSK', 'Idlib', 'NLF', 'TSK']",https://twitter.com/QalaatAlMudiq/status/1449101511645143044,Dr. in History. Military Analysis focused on Syria. Fact Checking & Geolocations. ATGM/TOW tracker.
2063,2021-10-29 07:12:43+00:00,rhj1910,"an ""Un-#OrdinaryDoctor embraced Shahdat in an IED blast, Which #OrdinaryDoctor is willing to join this medical camp. please raise your hand.Quote","['OrdinaryDoctor', 'OrdinaryDoctor']",https://twitter.com/rhj1910/status/1453983117346316290,"I Love Pakistan, Pak Army, Faithful to State, please follow, I will follow back you.."
2064,2021-09-14 17:43:38+00:00,saleth41,Four Years ago my wife was with God's own children at SSA IED Centre Pattukkottai. Hai dears keep well and take care.2,,https://twitter.com/saleth41/status/1437834438826627072,Business Correspondent for Indian Bank Pattukkottai
2065,2021-09-14 17:43:38+00:00,saleth41,Four Years ago my wife was with God's own children at SSA IED Centre Pattukkottai. Hai dears keep well and take care.2मनोज जोशी Manoj Joshi,,https://twitter.com/saleth41/status/1437834438826627072,Business Correspondent for Indian Bank Pattukkottai
2066,2021-10-04 10:08:11+00:00,PHBONUMMASTERP1,"Libya- ISIS latest al-Naba newsletter (306) includes a brief report about the IED attack targeting an LNA checkpoint near Sebha, without providing additional",,https://twitter.com/PHBONUMMASTERP1/status/1444967577898270725,"SAVE HUMANITY!
FREELANCE PENTESTER
UNDERGROUND SECURITY

HYBRID HACKER"
